,created_at,text,ticker
2591,2020-06-20 00:06:09+00:00,Short Interest in J B Hunt Transport Services Inc $JBHT Grows By 15.0% https://t.co/FM8aDF1aW2 #stocks,JBHT
2595,2020-07-10 00:08:36+00:00,"@ihors3 $TSLA  @420K in 30 years. Just need to go up like $AAPL 
@elonmusk",TSLA
2596,2020-06-24 19:50:25+00:00,"Ordered a toner cartridge from $AMZN Prime. Came damaged. Returned via $UPS store today; dude was not wearing a mask. 

I'm going to do Staples curbside pickup instead.",UPS
2597,2020-05-03 20:16:08+00:00,@DB868 No $BAC sorry!,BAC
2598,2020-06-26 11:30:43+00:00,"What is the Fed hiding about the banks stress test yesterday? My comments and analysis for yesterday's market activity:
https://t.co/09vV6iHbgu
$SPY
$SPX
$QQQ
$ES https://t.co/EJNWkePydy",ES
2599,2020-07-11 21:28:25+00:00,"It’s bank week next week, friendly reminder. $XLF finished the week very strong. I like $JPM over the rest of the crew. Long $JPM short $BOKF should yield some nice risk managed alpha https://t.co/oh8PxtUgrD",JPM
2600,2020-07-08 13:23:25+00:00,"RT @EmergingGrowth1: $PETV Petvivo Holdings, Inc. (PETV) Announces new social media engagement campaign $FB $TWTR $PINS $ETSY

https://t.co…",TWTR
2603,2020-05-06 17:32:19+00:00,Facebook's Libra appoints HSBC legal chief Stuart Levey as CEO - https://t.co/s7OXb8fdxI $FB $HSBC #cryptocurrencies #news #blockchain,FB
2604,2020-07-12 21:00:49+00:00,"Upcoming earnings calls on Monday, July 13 2020:
1. $PEP PepsiCo, Inc.
2. $PEP PepsiCo, Inc.
3. $WTFCM Wintrust Financial Corporation
4. $FLR Fluor Corporation
5. $TY Tri-Continental Corporation
6. $CVTV China VTV Ltd.
7. $HIFS Hingham Institution for Savings",PEP
2605,2020-04-28 08:21:10+00:00,$2.34 Billion in Sales Expected for eBay Inc $EBAY This Quarter https://t.co/wVN6u8JjTm #stocks,EBAY
2607,2020-06-10 16:45:53+00:00,"$MPC, $SE, $JNJ BuyToOpen AtTheMoney to Calls_Bullish_Stock ($SL 20 % ).",JNJ
2609,2020-05-29 19:07:01+00:00,Luckbox Esports Betting Platform Making Strides To Expand Industry - Legal Sports Betting   #esports #stocks #investing #growthstocks $ATVI $NVDA $EA https://t.co/NjJRZOGaEX,NVDA
2616,2020-07-01 02:17:45+00:00,#Caterpillar $CAT Has A Weak #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Neutral; #momentum score Weak #stocks #stock #StockMarket #Investment #investing https://t.co/5JE2nlalc3 https://t.co/0gs05xKpyK https://t.co/r5LyRd2t01,CAT
2619,2020-04-25 02:11:13+00:00,Eli Lilly And Co $LLY Price Target Increased to $185.00 by Analysts at Cantor Fitzgerald https://t.co/wzAuGf8QpV #stocks,LLY
2624,2020-04-21 00:26:42+00:00,Brokerages Anticipate General Dynamics Co. $GD to Announce $2.57 Earnings Per Share https://t.co/Bb5H4ekyos #stocks,GD
2631,2020-06-01 03:38:18+00:00,$HD sales are gonna soar. #plywood #HomeDepot #looting,HD
2633,2020-06-26 13:43:36+00:00,"close $FB strangle JUL 210/260 $352db, a $270 win, or ~46% in cycle, small win, down $658 YTD, look to get in at earngs
@TraderNickyBAT @Tomunderwater @Tony_BATtista @TFMTrades @tastytradar #tastytrades",FB
2637,2020-06-06 22:31:58+00:00,RT @the_chart_life: $MSFT Microsoft ...Breaking higher from the consolidation. Let's see if we can put in another leg higher. https://t.co/…,MSFT
2640,2020-07-01 12:08:33+00:00,Apple Officially Obsoletes First MacBook Pro With a Retina Display https://t.co/s30nKawNQD $AAPL https://t.co/QLxKB5htom,AAPL
2641,2020-06-29 18:18:09+00:00,Is Carvana The Amazon Of Cars? @themotleyfool #stocks $CVNA $AMZN $BKS $SE https://t.co/7b5AfqxrZc,AMZN
2643,2020-05-28 17:04:41+00:00,$MSFT poised to take out ATH next week,MSFT
2647,2020-07-06 23:52:33+00:00,$T someone is asking me about ex date on this thing and when they need to own buy to get paid for july 9th record date. I said I wasnt sure if today was the cut off due to 3 day settlement or tomorrow. Thanks,T
2648,2020-07-02 17:11:01+00:00,"$OKTA +6.43% so far - rejected today's lows. Fingers crossed... potential for an extended move here!

https://t.co/pb5Pn18Kro

#stocks #trading $ZM $CTXS $CRWD $ZS $WORK $DOCU $AAPL $NFLX $GOOG $FB $TSLA $PLUG $NIO",TSLA
2649,2020-06-27 05:04:10+00:00,"RT @JAMESLEO121: $GOOG $AAPL $SPY $AMZN $TDOC $TSLA $COST $BA $NFLX $NVDA $TWTR $ZM $BABA $FB $DOW $MSFT $QQQ $BB
Discord group https://t.c…",TWTR
2650,2020-06-21 11:30:34+00:00,Expedia Group Inc $EXPE Sees Significant Increase in Short Interest https://t.co/rlloX7AWqG #stocks,EXPE
2652,2020-07-13 16:03:16+00:00,Intel Co. $INTC Expected to Post Earnings of $1.10 Per Share https://t.co/yuv59KgUIy,INTC
2653,2020-07-13 02:54:01+00:00,RT @UnravelTrading: Lol at $ES futures. Record number of coronavirus cases and the market is 🚀🤣 #spy #StockMarket #sp500,ES
2654,2020-04-18 15:56:30+00:00,"Procter &amp; Gamble $PG Updates FY 2020

Pre-Market Earnings Guidance https://t.co/dpGzkrJQ0A",PG
2657,2020-06-09 17:32:18+00:00,"RT @SystematicVoL: I'm just glad the stock market does not reflect the real economy, credit spreads, employment or EPS $SPY $ES $SPX https:…",ES
2659,2020-04-14 18:27:33+00:00,RT @UdallTechStrat: So $AAPL -- are U just starting to think about buying it now or again?? https://t.co/Mavh4IULrY,AAPL
2664,2020-06-17 14:52:02+00:00,4 Stocks to Buy If the Market Crashes Again https://t.co/evgC9S1YgM $MTN $SPCE $MGM $DIS,MGM
2665,2020-04-09 20:08:02+00:00,$XOM - Despite The Oil Price Carnage Exxon Will Grow The Dividend For The 38th Year In A Row. https://t.co/CaZ46fk2Df #stocks #economy #trading,XOM
2667,2020-07-04 15:16:12+00:00,$BGBIO $BRRGF #bergenbio the oral AXL inhibitor company #1 in U.K. Accord #COVID study w/Data due in August &amp; Recent Positive NSCLC Data w/ $MRK Keytruda - added 530K new shares at $3.75 - offering closed-back up. https://t.co/LyNoYC2Jax,MRK
2668,2020-07-15 12:17:30+00:00,$AAPL PT raised to $450 at Needham.,AAPL
2669,2020-06-10 15:43:02+00:00,Apple (NASDAQ:AAPL) Price Target Raised to $350.00 at Deutsche Bank $AAPL #AAPL #Apple #instantalerts #NASDAQ:AAPL https://t.co/T4Qriw26Qg,AAPL
2677,2020-06-30 00:14:24+00:00,Bipartisan support for regulating $FB plus the general public doesn’t like $FB in general. So from a political perspective it’s politically savvy to be anti-$FB. Serious product changes could come because of regulation. Keep in mind $FB = 20x size of next largest social media,FB
2678,2020-04-29 13:57:44+00:00,"$MA CC: Once they have some kind of therapies, that will be key. But without a vaccine, he believes there won't be cross country, long haul travel. They will still have to be quarantined upon landing. He's preparing themsel... https://t.co/6LvsWMaFLF",MA
2681,2020-07-02 12:55:22+00:00,"Try our Option Swing Trading service built for individuals who want to trade around their full-time careers. Take a free 10-day trail, No Credit Card https://t.co/SZsfLpBw8L $AAPL $GS $GILD $FB",GS
2682,2020-06-09 13:55:37+00:00,They've picked up more longs @ 95s! #NQ_F has taken out its ONH #emini $emini #ES $ES #ES_F $ES_F #SPX $SPX #SPY $SPY #SP500 #SP $SP #trading #daytrading #futures #options #market #orderbook #orderflow #footprint #bookmap #liquidity #volumeprofile #marketprofile #sierrachart,ES
2687,2020-05-30 14:18:55+00:00,RT @OphirGottlieb: $AAPL Can Apple's Services Revenue Double Again? https://t.co/nqkV6l6PDM,AAPL
2688,2020-06-03 10:49:19+00:00,"RT @TheReUpIsComing: $ZHUD- Fair Value: .16-.48 cents. The trend is your friend, buy and hold!  $ALPP $ABCE $AMAZ $KNOS $NNDM $KWBT $FB $AM…",FB
2692,2020-05-07 10:04:29+00:00,Documents show the UK may re-engineer its contact-tracing app to work with $GOOG and $AAPL technology https://t.co/AK5YR3or1E,AAPL
2694,2020-04-12 03:52:26+00:00,"RT @JerryCap: ""With the latest addition, $DIS World is poised to furlough most of its 77K employees, both union and non-union, nearly tripl…",DIS
2696,2020-07-09 23:48:19+00:00,"RT @FierceWireless: .@Verizon readies shift to #5G #standalone core after successful trial
https://t.co/48CDu81l1s $VZ #core https://t.co/b…",VZ
2698,2020-06-15 13:59:03+00:00,"$MSFT 

Hod 

Dips got bot !

Buy any time !!!

No WHACK WHACK !!",MSFT
2701,2020-06-16 15:14:07+00:00,"$AAPL Has An Excellent #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Excellent; moving average score Excellent; #momentum score Excellent #stocks #stock #StockMarket #Investment #investing https://t.co/5JE2nlalc3
https://t.co/ysWQ311Kbv https://t.co/Eciov6HJDQ",AAPL
2704,2020-06-16 10:38:09+00:00,RT @theflynews: Apple price target raised to $400 from $310 at Citi $AAPL https://t.co/P4fA3d7AZ5,AAPL
2707,2020-07-11 23:13:02+00:00,@MarketWatch Actually invest in companies were founders still lead $CRM $AMZN $NFLX etc,CRM
2710,2020-07-01 02:52:35+00:00,"RT @HarmonicCharts: #Harmonics #Charts #trading $SPX #SPX #ES_F $ES $ES_F $SPY $DOW #DOW $QQQ $RTY $RUT #DAX #FTSE

Superimposed new pink h…",ES
2711,2020-07-13 07:05:26+00:00,RT @musicnews360: USC will remove a John Wayne exhibit after ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusiness #…,TSLA
2712,2020-06-05 17:48:58+00:00,RT @Sandro_power: another great win for us in $AAPL I will be posting a video as this was a strong focus for us with rules,AAPL
2714,2020-07-05 17:02:41+00:00,"$TWTR - 5 Min

5 Mins - 2 days
Fibonacci levels (Highs --&gt; Lows)
Levels to watch for day trading

$ES_F $NQ_F $SPY $SPX $QQQ $IWM #Elliottwave #trading #futures #cme #mes_f #markets $spy #aapl #fibonacci #TWTR https://t.co/Dph068nDvm",TWTR
2717,2020-07-08 16:43:58+00:00,"RT @glennsolomon: The same year $AMZN went IPO ('97), JC Penney issued 100 yr bonds at 7.625% (approx 100bps over long term US treasuries t…",AMZN
2718,2020-07-08 20:20:04+00:00,Directional Bias for Verizon Communications $VZ Trading Report https://t.co/unG95mLBZo Click for Details https://t.co/oFSbHsZlYn,VZ
2722,2020-07-10 22:33:24+00:00,"RT @permabear_uk: Disney $DIS settled +2.2% to $119.34, as the Florida parks are set to open. https://t.co/hzBLKU7vry",DIS
2725,2020-04-14 16:48:14+00:00,"Broad rank reduction ahead for $AAPL predicted.

https://t.co/XlqeXKBSzo https://t.co/EwlQppvJDe",AAPL
2728,2020-06-13 21:08:46+00:00,"$SPY $BAC $HMY $CMCSA $MU $LK $MGM $MRVL $BA $MAT $F $KO $XOP $AXP $TVIX $DFS  $PIXY $VTIQ $FCX $FAS $RS $GNUS $AMRH $LPI $BHTG $MARA
Explore the trading market and gain experience with experts help. Join the link https://t.co/USlOOzZoZk https://t.co/j5SmThQzfd",MU
2729,2020-04-29 23:50:45+00:00,"RT @FiatElpis: @Copernicus2013 consider the make up of Spooz. as far as megacaps go, i think FB / $GOOG could even gain customers from bank…",GOOG
2734,2020-06-01 05:25:34+00:00,RT @LiveSquawk: $AAPL | Evercore ISI Raises Apple Target Price To $360 From $345,AAPL
2735,2020-06-23 12:59:44+00:00,RT @RichHamiltonJr: $SPOT $AAPL $NFLX $RCL $BA options gappers and crappers https://t.co/KYfBulFb0V,RCL
2740,2020-06-13 16:48:47+00:00,Mastercard $MA Trading Down 7% https://t.co/7IqrAxNYzR,MA
2743,2020-06-26 18:43:39+00:00,"RT @evan_lorenz: $FB too filthy for maker of sanitary wipes.

https://t.co/4LODrkpXS5",FB
2744,2020-07-09 05:49:27+00:00,RT @realJosephRich: Tim Cook furiously trying to save the NASDAQ by buying back $AAPL stock funded by debt bought by the Fed is the lowest…,AAPL
2745,2020-04-13 20:36:58+00:00,"ETF Blocks
📈  $USO  🛢 #Oil
📊  6,320,660  😱
💵  4.97
💔  -0.01 | -0.30%

Levels
📈  $CL
🧮  23.48
📈  $USOIL
🧮  23.49

6 million block.... unbelievable. $UCO $XLE $XOM $CL_F",XOM
2749,2020-07-10 17:43:14+00:00,"RT @Greenbackd: Is Buffett's $AAPL position the greatest trade ever?

$36 billion cost basis
$92 billion value today
~$56 billion in profit…",AAPL
2750,2020-04-15 02:33:19+00:00,"RT @bmulls: Well do the feds boost us or are we in for a reality check day, record Covid deaths today $SPY $QQQ $fang $DJIA $AAPL $TSLA",AAPL
2751,2020-04-09 07:14:23+00:00,$CVX https://t.co/ZTIcvYqTx7 Pot. intermed bot in Downtrend LONGERTERM Wly-Dly-Hly combo chart #Chevron #Stocks https://t.co/V8HjshGCOj,CVX
2752,2020-07-08 19:57:39+00:00,"""Investors"" think that $AMZN is still too cheap..",AMZN
2757,2020-04-15 02:56:59+00:00,@BrandonVanZee Thx Coach! We are fortunate in $KO City. It was funny I told boys Mommy is off for my evening workout in the basement. 15yrs asked how come you always exercised &amp; Daddy didn't? I said Daddy did yardwork!😅Check out my favorite workout with awesome views!👍 https://t.co/Adoty8VlQP,KO
2758,2020-04-09 17:50:12+00:00,"Wild day for #WTI....market was wanting more substantial cuts than 10 MM bbl/d from April levels. There is going to be a global storage problem in the next few months. Cash will have a hard time rallying now!

#OOTT #Energy #Brent #OPEC $CVE $PPL $MX $SU $CNQ $XOM $PXD https://t.co/XQ9jfxjhsM",PPL
2760,2020-06-17 13:55:45+00:00,"RT @Lakshmi_888: #Harmonics #Charts #trading $SPX #SPX #ES_F $ES $ES_F $SPY $DOW #DOW $RTY $RUT #DAX #FTSE $NQ #NQ 

Broke blue triangle

B…",ES
2761,2020-06-19 20:15:10+00:00,"BEARISH signs: 

Big money sold a lot of $SPY @ 310.46. Not able to close above

88% changes after Jun contract expiration, $SPY goes down in the following wk

$VIX day high again

#COVID cases increased. $AAPL stored closed

Neutral: $SPY still defending the uptrend channel https://t.co/WWi8Pj93nU",AAPL
2763,2020-04-21 20:59:44+00:00,RT @OptionsGod1: $TSLA $GOOGL $FB $AMZN moving up in AH..,TSLA
2764,2020-04-14 14:32:57+00:00,RT @Merck: See more about our latest update in #oncology: https://t.co/bt1MdTeT4n $MRK https://t.co/FhaerPWjeu,MRK
2765,2020-06-04 13:49:33+00:00,"RT @MomojitMondal: Discord-https://t.co/tpBgWHc5Eb a better, more executive
trading chatroom $SPY $ES_F $BA $CLVS $SRNE $DVAX $ACB $OSTK $T…",BA
2767,2020-06-01 13:36:41+00:00,"Buy the Dip takes an early hit after a Friday surge into close. Heavy headline risks, Mixed bag open as Dow down while Naz waffling around flatline in first few minutes. Dow down 0.5% but Nasdaq down only .05%. FAANG &amp; Friends intra sector rotation= $AMZN leads / $MU &amp; $AMD lag",MU
2769,2020-06-01 15:36:32+00:00,$DIS CHALLENGE ACCOUNT grabbing 6/5 123 put high delta low theta and 41% IV with 45% chance of profit something big is about to happen not to mention it’s in the upper half of the trend while also moving similar to $SPY key... https://t.co/c8IrGJdUtU https://t.co/uYnH5SweRb,DIS
2770,2020-07-04 00:40:29+00:00,$ITOX unknown #STARTUP created by former VP of R&amp;D 4 Medtronic📈💸 $AAPL $AMD $AMRN $AAL $BAC $AMZN $MSFT $BA $ABT $TSLA $X $NVDA $GE $DIS $CCL $UBER $DAL $NFLX $FB $T $F $MU $SQ $M $ZM $XOM $GILD $ROKU $UAL $JPM $ABBV $FCX $SNAP $BABA $WFC $RCL $BA $IBIO $INO $AYTU $GNC $VISL $C https://t.co/7IpVogZ43Y,WFC
2774,2020-04-28 22:26:12+00:00,"RT @BioPharmaDive: After pausing enrollment into many studies in March, $PFE is beginning to resume clinical activities at sites that are c…",PFE
2777,2020-06-01 14:02:19+00:00,"Alphabet - $GOOG

💰 QUOTE
$GOOG is UP ⬆ on Mon Jun 01
Currently at 1433.68 USD for a 0.33% gain from previous close
📈 📈 📈

📊 ANALYSIS
Alphabet should be nationalized
☭ ☭ ☭",GOOG
2778,2020-05-29 23:25:31+00:00,"Market sentiment check for next week!?

$SPX $ES $SPY $QQQ $IWM $DJIA $QQQ",ES
2780,2020-07-06 15:01:58+00:00,$SPY $AAPL Calls closed from over the weekend ..... taking my profit !!!!,AAPL
2785,2020-04-09 19:28:18+00:00,"""I don't usually invest in airlines. But when I do, I prefer Southwest"".
Here's an article on my #1 pick in the airline sector.
#stocks #stockstowatch #airlineindustry #bottomfishing

$LUV - Southwest: My Favorite Airline For Troubled Times. https://t.co/iah0HIgwLH",LUV
2787,2020-07-13 16:47:53+00:00,RT @TommyThornton: If $TSLA is just like $AMZN... Amazon rallied 21% into the S&amp;P add (Nov 05) and another 4% a month later.  Then in the n…,TSLA
2788,2020-07-03 04:30:49+00:00,RT @SheepKnowMore: The $FB video share of #Covid911 - INSURGENCY that got 5m views and 100k shares was just censored. Even though every fac…,FB
2791,2020-04-11 10:35:54+00:00,"@jscherniack Hi Josh. 
Just wanted to let you know, you posted $AAPL chart twice instead of $NFLX.",AAPL
2793,2020-06-20 14:27:18+00:00,Should You Buy Genius Brands Stock? @themotleyfool #stocks $GNUS $NFLX $DIS $CMCS.A $AAPL $AMZN $DISH $ROKU https://t.co/HQ4rQERJPh,DIS
2794,2020-05-05 18:51:07+00:00,"RT @eWhispers: #earnings for the week 

https://t.co/lObOE0dgsr 

$SHOP $ROKU $DIS $TSN $CVS $BYND $PYPL $SQ $ATVI $W $UBER $SRC $PINS $MRN…",DIS
2800,2020-06-18 17:11:41+00:00,$AAPL is working on a second inside hour following an outside hour. This is all happening just under weekly R1 resistance. https://t.co/Jzz4rNZkGc,AAPL
2802,2020-05-04 03:17:12+00:00,@HonestToddler How ridiculous is the campaign to support screen time ???? You tell me please !! $FB $GOOG $TWTR https://t.co/rn0z7xKNOo,TWTR
2805,2020-06-24 08:32:05+00:00,"Most gaining stocks in the Nasdaq 100 today: $PYPL, $CMCSA and $LRCX https://t.co/PJpZFjvSpF",LRCX
2807,2020-06-09 13:48:23+00:00,"#NQ_F has made new session highs, trying to go for its ONH, dragging #ES_F w/ him. If successful, we could see our 10s in #ES_F - #emini $emini #ES $ES #ES_F $ES_F #SPX $SPX #SPY $SPY #SP500 #SP $SP #trading #daytrading #futures #market #orderbook #orderflow #footprint",ES
2808,2020-04-22 12:54:19+00:00,"$ADM $ADP $CL $FLS $FTV $L $HST Liquid stocks from $SPY 500, long and short positions with up to 1200% in profits https://t.co/lVEdQugvSK $KIM $COTY $MMM $MSFT $AAPL $ADI $VZ $DIS #trading #trade #tips #picks #market #signals #strategy #system #stocks #NYSE #invest #investing https://t.co/luqhkNFmYj",DIS
2810,2020-06-15 18:44:45+00:00,"GDET Anil Idnani, CEO, to discuss on Stock Market Podcast the future of the ‘Dream Card’ and CBD product marketing  through https://t.co/tWUcRza4nl site

Learn More: https://t.co/2DrYdSLujJ

#GDET #Dreamcard #prepaidcard #cbd #stockmarketpodcast 

$GDET $ACB $CGC $AXP $JPM $BAC https://t.co/Y7ZX3hvWVX",JPM
2811,2020-06-08 18:49:33+00:00,"#recession ... US #StockMarket #Dispersion edition

#SPX #SPX500 $SPY #ES_F $ES https://t.co/OX2FmSMkYp",ES
2813,2020-06-25 21:19:26+00:00,"RT @MinteractApp: Thursday's Top Flow in #NASDAQ #NASDAQ100, Buy Flow and Sell Flow $ADSK $COST $GOOG $FISV $INTU $AMAT $MXIM $ILMN $BIIB $…",MXIM
2814,2020-06-26 08:45:23+00:00,"$FB lacking volume and momentum, it's still on a tight range between 222.84 and 241.09. Even though I sold it a few days ago due to lack of price-action, it's on the watchlist. https://t.co/XlQPps5HNv",FB
2815,2020-06-15 01:23:23+00:00,"At the risk of being a perma-bear, here are a few calls I like right now:$DGLY for action against police brutality. $PG for cleaning products due to 2nd wave. $DG on convenience shopping to avoid superstores + save money. $ABT for more testing. $GM to avoiding of bus/trains. $SPY",PG
2816,2020-06-17 22:26:30+00:00,"$TRV Has A Good #Fundamental Analysis Score (FA Score). Check various FA Indicators' value, score, 5-year chart like P/E, P/B, P/S, D/E, ROE, ROA, ROIC, Gross Margin, EBITDA, etc #stocks #StockMarket #Investment #investing https://t.co/5JE2nlalc3 https://t.co/vTCOboPzhN https://t.co/T9NqrnJkzx",TRV
2818,2020-04-22 13:22:15+00:00,Liking $IBM $JNJ $ATVI $SE $STNG $GOLD long today $HPQ $MU $XHB short,MU
2820,2020-07-07 13:26:50+00:00,$PEP is supreme in the energy drink game. https://t.co/L1F0ggCudE,PEP
2825,2020-05-04 15:22:34+00:00,"$DANG! $IT $TAP $ESE
$EARN $MR $HD
$I $BIT $A $BIN $TEN $HUBS $AGO",TAP
2829,2020-06-25 15:15:57+00:00,$AMZN bought 2775c at 6.40,AMZN
2830,2020-04-14 12:53:59+00:00,"EARNINGS : Johnson &amp; Johnson $JNJ Q1 Earnings and Revenues Surpass Estimates https://t.co/xX5k8lVGcF
#stocks #investing #wallstreet",JNJ
2831,2020-04-17 22:13:41+00:00,@BearingtonTrade dealer's choice :) $HD or $CRWD,HD
2841,2020-06-15 15:27:26+00:00,First announced @shop then the $FB partnership &amp; now this. This year is definitely trending to catapult @Shopify as a head-on $AMZN competitior &amp; maybe realize @tobi 2029 wild ambitions. https://t.co/bWDGWXMg2k https://t.co/qfWpbafEbs,FB
2842,2020-04-16 12:18:47+00:00,$FB $GOOGL https://t.co/RANVZiCsSF,FB
2845,2020-06-25 23:47:36+00:00,Weekly Research Analysts’ Ratings Changes for Walt Disney $DIS https://t.co/7GKuThUaky #stocks,DIS
2859,2020-06-02 21:38:59+00:00,"RT @CNBCFastMoney: Recode's Kara Swisher calls Facebook CEO Mark Zuckerberg the ""Susan Collins of the internet."" Here's why $FB https://t.c…",FB
2863,2020-06-02 01:12:19+00:00,"$SPY $AAPL $ES_F 

4 hour view - if CMF trend continues as it has at this level, we should see a move towards 3000 at least. https://t.co/4AqqUd6vMZ",AAPL
2865,2020-07-10 17:45:04+00:00,"Remember when company's needed good earnings and news to move this much

or 

Take a year of decent growth to move this much 🤣🤣

$TSLA up 6.5%

$NFLX up 8.6%

To be fair the other week $1.5trillion companies we're trading 2-3% per day so why not these 🤣🤣
$SPY $QQQ $AAPL $MSFT",TSLA
2867,2020-04-16 13:00:09+00:00,✅ Ask 🗣️ yourself this question right now please. By now can you see 👁️👁️ how time is more valuable than money. So why should you trade your time for money? 💸 $SPOT this opportunity and like us on $FB 💸https://t.co/JhvhcgYDvs https://t.co/iOJSFCY4KB,FB
2869,2020-04-14 12:50:34+00:00,"RT @DvdndDiplomats: $JNJ announced a 6.3% #dividend increase.

JNJ has now announced an increase the same year as the following, major even…",JNJ
2871,2020-04-13 16:52:28+00:00,"RT @BullandBaird: Global Pandemic, economy at an absolute standstill (most of it anyway)

$AMZN is 1.4% off its ALL TIME HIGH https://t.co/…",AMZN
2872,2020-06-30 18:33:05+00:00,"Today Top Flow in #industrial sector, Buy Flow &amp; Sell Flow $PH $GWW $ALLE $HON $ROP $FAST $DHR $EMR $CAT $ETN $BA $LUV $GE $UNP $DAL $IRM $WM $CSX $NOC $GD #stock #stocks #StockMarket #Investment #investing https://t.co/B7BWRcEdMH https://t.co/4cMusoLtRg",WM
2874,2020-06-09 09:14:23+00:00,#FAAMNG in-depth Video Analysis and Trading Plan for the day on $FB $AAPL $AMZN $MSFT $NFLX $GOOGL  https://t.co/WCvoggngL0,NFLX
2879,2020-07-10 14:40:56+00:00,"https://t.co/Pj9Gu287hf
C, $CVX, $GIS, $PGR   to Calls_Bullish_Stock_of_the_day ($SL 20%).]  =",PGR
2881,2020-06-15 03:57:24+00:00,"@realDonaldTrump are you going to tweet to pump up markets tomorrow? DOW &amp; $SPY futures down HUGE! Save the stock market tomorrow! 

$AAPL $QQQ $TSLA $MSFT $MGM https://t.co/fMNv6ej2Ks",TSLA
2884,2020-05-05 22:58:54+00:00,"MarketAxess Holdings Inc. $MKTX Insider Sells $877,440.00 in Stock https://t.co/yfj1MY0KTM #stocks",MKTX
2888,2020-07-12 14:53:51+00:00,"When intermediary platforms come between you and your customer, have to find a way to breakthru on the platform and earn a direct relationship

$WFC must believe 30 basis points is the cost to breakthrough on $APPL and $GOOG to get to ""top of wallet"" $GS $BAC https://t.co/UpvHAYhBfA",WFC
2889,2020-04-13 13:23:12+00:00,"RT @InsideTechNow: $ZM read WSJ comments

People forget $MSFT owns @LinkedIn
Only a matter of time before that integration launches! My fri…",MSFT
2890,2020-07-01 17:48:51+00:00,"RT @SuB8u: Why Facebook can stand behind their stance. For now.
""The top 100 advertisers on $FB spent $4.2 billion on ads last year, or rou…",FB
2892,2020-06-04 18:17:21+00:00,RT @SwaggyStocks: BULL BET in $DIS Jun-19 calls at $126 strike price. $550K premium.,DIS
2893,2020-07-09 18:40:14+00:00,Staying long innovation. Will die on this hill. $GOOG $GOOGL https://t.co/7tpmE74Qfg,GOOG
2894,2020-04-09 14:45:25+00:00,"Apr 08 Thursday, $MA is $273.53

Bearish target $268.28
Bearish target $257.00",MA
2895,2020-06-24 19:23:02+00:00,"RT @Lakshmi_888: #Harmonics #Charts #trading $SPX #SPX #ES_F $ES $ES_F $SPY $DOW #DOW $RUT #DAX #FTSE $NQ #NQ $qqq $Nasdaq $FANG #Fang

Fro…",ES
2897,2020-07-05 16:06:10+00:00,"RT @Teslaconomics: I remember when $AMZN hit $1000, investors were saying it’s too high. 

Amazon is a $1.4T company today. 

$TSLA hit $10…",TSLA
2898,2020-07-14 16:48:58+00:00,"$CSCO Has A Neutral #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Weak; moving average score Good; #momentum score Neutral #stocks #StockMarket #Investment #investing
https://t.co/5JE2nlalc3
https://t.co/4fSy5C5CDl https://t.co/GwYvjW0qqL",CSCO
2902,2020-06-03 12:11:45+00:00,$GOOG monthly https://t.co/0vUUYQjTQI,GOOG
2908,2020-07-10 13:24:52+00:00,"RT @vetleforsland: $KO is up 3% since July 1998

But it had a wide moat tho, amirite? https://t.co/LW7UZn8VcU",KO
2909,2020-04-29 20:21:06+00:00,RT @LibertyRPF: $MSFT Q1 (fiscal Q3): https://t.co/m9koBbXS5w https://t.co/KqVvU8NSWU,MSFT
2911,2020-07-06 15:33:05+00:00,"U.S. administration seeks to tighten grip on suppliers, providers that build America’s 5G telecommunications network

Learn More: https://t.co/Bg9qbg1uTl

#telecommunications #5G #mobile #networks  #trading #stocks #stockmarket #invest #success #daytrading

$IQST $VZ $TMUS $DISH https://t.co/tfSQwIi6AS",VZ
2912,2020-07-13 12:01:46+00:00,"$SPAQ gets the deal done with Fisker, market getting a boost with positive news out of $PFE on the vaccine front. Looks like we will have another good start to the week.

$NIO
$ECOR
$EQ
$WIMI

https://t.co/O22VqPHxIj",PFE
2913,2020-06-22 21:46:02+00:00,"Some recent S&amp;P 500 Insider trades: $ADI $AMGN $EXR $FIS
https://t.co/svTd1q7VpZ https://t.co/7ad8uSKprn",EXR
2918,2020-06-16 18:30:06+00:00,Huge variation: Home Depot  Inc. (The) Common S $HD 251.4550 up 4.1825% 14:20 https://t.co/Pa7hlovGSJ  #stocks,HD
2919,2020-07-06 14:56:13+00:00,"RT @jrichlive: Distinctly remember my conversation with @pueokeffer at Code Conf 2016 when he predicted $AMZN would hit $3,000 within 5 yea…",AMZN
2920,2020-07-06 20:49:35+00:00,"RT @ArdavanH: The combined market cap of $AAPL and $MSFT is now 54% greater than THE ENTIRE Russell 2000

$NVDA is now $9 billion away from…",NVDA
2923,2020-07-13 10:29:04+00:00,RT @TradeOutLoud: $AAPL PT RAISED TO STREET HIGH $450 FROM $425 AT WEDBUSH,AAPL
2927,2020-04-28 13:06:19+00:00,@LaziestofDans $CMO and $AGNC raised to BUY at $BAC today while $PMT was reduced to neutral,BAC
